species,species_refID,datetime,temp,humid,lengthAudio,log_maxAmp,log_rangeAmp,log_iqrAmp,log_crestFactor,log_power,log_rms,sqrt_domfreq,bioacousticIndex,bioacousticIndex_2,bioacousticIndex_3,bioacousticIndex_4,log_amplitudeIndex,spectralEntropy,temporalEntropy,acousticEntropy,harmonics.1,harmonics.2,harmonics.3,harmonics.4,harmonics.5,harmonics.6,harmonics.7,harmonics.8,harmonics.9,harmonics.10,log_gamAmp,log_maxAmp_g,log_rangeAmp_g,log_iqrAmp_g,log_crestFactor_g,log_power_g,log_rms_g,log_fundFreq,sqrt_domfreq_g,bioacousticIndex_g,bioacousticIndex_g_2,bioacousticIndex_g_3,bioacousticIndex_g_4,log_amplitudeIndex_g,spectralEntropy_g,temporalEntropy_g,acousticEntropy_g,harmonics_g.1,harmonics_g.2,harmonics_g.3,harmonics_g.4,harmonics_g.5,harmonics_g.6,harmonics_g.7,harmonics_g.8,harmonics_g.9,harmonics_g.10
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:46,26.6,40.4,2670,-7.469834551,-6.91645647,-8.395457016,1.141392217,-17.22245354,-8.611226769,0.29973947,3.142114747,3.102905996,0.55032803,3.424972314,-17.88083596,0.749604462,0.476048068,0.356847756,0.00390625,0.01171875,0.08984375,0.171875,0.033203125,0.254882813,0.1015625,0.072265625,0.15625,0.270507813,-2.420420832,0.000209949,-7.967085487,-10.81753911,1.487351415,-19.91199848,-9.95599924,-2.442347035,0.301364086,2.538820347,2.477678897,0.384213569,3.65860668,-22.54893885,0.880666717,0.353850129,0.311624031,0.090820313,0.171875,0.254882813,0.1015625,0.15625,0.270507813,0.348632813,0.430664063,0.296875,1.991210938
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:47,26.6,40.4,1514,-6.934531159,-6.459650548,-9.768408604,1.288427778,-16.44591787,-8.222958936,0.307776806,3.569894082,3.227319299,0.836877032,4.754046213,-19.51646291,0.711199785,0.211925766,0.150721559,0.013671875,0.033203125,0.094726563,0.08203125,0.122070313,0.180664063,0.26953125,0.361328125,0.200195313,0.282226563,-1.750173924,0.000191066,-7.958418574,-10.69977019,1.638629195,-20.40303718,-10.20151859,-2.363209715,0.307776806,2.601382281,2.263271403,0.592948996,4.670014814,-23.77927167,0.89852067,0.219919212,0.197601958,0.094726563,0.08203125,0.123046875,0.181640625,0.26953125,0.361328125,0.200195313,0.376953125,0.28125,0.455078125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:48,26.6,40.4,866,-6.939512115,-6.265092278,-8.477977333,0.823332549,-15.52568933,-7.762844664,0.2538762,3.447449125,3.317929299,0.794558896,4.693033076,-19.00400177,0.656890383,0.179768648,0.118088296,0.015625,0.064453125,0.109375,0.159179688,0.182617188,0.244140625,0.263671875,0.329101563,0.3515625,0.48046875,-1.480184194,0.000164772,-8.098184171,-10.54262783,1.247646019,-19.91718735,-9.958593675,-2.26436388,0.330718914,2.45864266,2.289750348,0.649193423,4.498660833,-22.61676512,0.871861258,0.178378282,0.155521113,0.109375,0.081054688,0.157226563,0.182617188,0.243164063,0.330078125,0.3515625,0.439453125,0.845703125,1.400390625
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:48,26.6,40.4,1123,-7.644814467,-7.21524446,-10.05546821,1.359277779,-18.00818449,-9.004092246,0.265165043,2.228160704,2.155093793,1.076385973,3.075048975,-18.9679154,0.757404132,0.176998344,0.134059277,0.021484375,0.012695313,0.030273438,0.00390625,0.0703125,0.084960938,0.09375,0.12890625,0.112304688,0.12109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:49,26.6,40.4,2701,-7.216931206,-6.806893921,-10.22925416,1.490198974,-17.41426036,-8.70713018,0.291480595,3.112916363,2.849402111,0.906108697,3.113562376,-18.24830125,0.729708525,0.24436433,0.178314735,0.009765625,0.084960938,0.081054688,0.077148438,0.088867188,0.166015625,0.067382813,0.169921875,0.10546875,0.177734375,-1.974479845,7.05E-05,-8.922032614,-11.20365654,1.557921281,-22.23527514,-11.11763757,-2.431417965,0.291480595,1.774422881,1.698733786,0.432974489,3.02655026,-23.63388844,0.946701292,0.431400788,0.408407683,0.084960938,0.081054688,0.166015625,0.08984375,0.169921875,0.106445313,0.177734375,0.1171875,0.274414063,0.361328125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:50,26.6,40.4,314,-8.633599123,-8.092448873,-9.133550171,0.837108994,-18.94141623,-9.470708117,0.409839908,2.917271033,2.90507237,0.557966865,7.614003154,-21.70913617,0.840869078,0.10903391,0.091683243,0.028320313,0.16796875,0.133789063,0.329101563,0.235351563,0.274414063,0.444335938,0.515625,2.09765625,0.928710938,-3.407605352,6.73E-05,-9.240596716,-11.32780847,1.5155522,-22.24260597,-11.12130298,-1.812378756,0.412215811,5.222357036,4.991145351,1.346091603,8.629243553,-23.94604171,0.946657323,0.086040641,0.081451003,0.169921875,0.126953125,0.331054688,0.2734375,0.237304688,0.411132813,0.51171875,2.096679688,0.963867188,1.196289063
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:50,26.6,40.4,1273,-7.83120078,-7.215323621,-9.184249792,0.981092394,-17.62458635,-8.812293173,0.335118915,2.812006907,2.798032465,0.820765329,4.311922599,-19.82256849,0.769391344,0.260136681,0.200146911,0.01171875,0.112304688,0.099609375,0.08984375,0.200195313,0.081054688,0.18359375,0.286132813,0.295898438,0.59375,-2.555939789,8.61E-05,-8.706053003,-10.51336807,1.12341628,-20.96780318,-10.48390159,-2.26436388,0.335118915,2.057676159,2.043225003,0.502181565,4.309447197,-24.5830128,0.91589193,0.27581684,0.252618418,0.112304688,0.099609375,0.08984375,0.19921875,0.080078125,0.18359375,0.286132813,0.295898438,0.59375,0.461914063
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:52,27.3,40.4,1695,-8.024544611,-7.335207613,-8.887171228,1.059523004,-18.16813523,-9.084067615,0.326259578,2.580005038,2.436163806,0.609144216,6.056604671,-19.307735,0.813834915,0.33657936,0.273920035,0.006835938,0.016601563,0.106445313,0.087890625,0.204101563,0.171875,0.323242188,0.223632813,0.193359375,0.033203125,-2.932746838,0.000155286,-8.243772698,-10.2525271,1.470964664,-20.48241818,-10.24120909,-2.26436388,0.326259578,2.015157171,1.829558224,0.46634315,6.089350301,-23.60031846,0.907796294,0.28296745,0.256876803,0.106445313,0.086914063,0.204101563,0.171875,0.323242188,0.223632813,0.193359375,0.125,0.239257813,0.422851563
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:52,26.6,40.4,1034,-6.915739466,-6.439148352,-9.50904862,1.106535875,-16.04455068,-8.022275342,0.315609529,4.222471276,3.622708345,0.878101905,5.911415421,-19.07374069,0.691627851,0.183422124,0.12685985,0.014648438,0.047851563,0.099609375,0.166992188,0.076171875,0.186523438,0.293945313,0.260742188,0.608398438,1.46875,-1.68016469,0.000221489,-7.959454078,-11.21813554,1.840911234,-20.51210136,-10.25605068,-2.251291799,0.320217211,3.068437745,2.463267333,0.834235077,5.828598661,-23.9071964,0.901700841,0.148573049,0.133968443,0.102539063,0.168945313,0.224609375,0.29296875,0.401367188,0.262695313,1.469726563,0.727539063,1.333007813,0.9765625
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:53,26.6,40.4,1163,-7.218645504,-6.77634786,-8.350045315,1.047143377,-16.53157776,-8.265788881,0.282980786,3.438302174,3.435824472,0.706911773,6.367001156,-18.73933679,0.712957615,0.24445245,0.174284236,0.010742188,0.080078125,0.095703125,0.041992188,0.057617188,0.154296875,0.125,0.171875,0.250976563,0.33203125,-2.071669071,0.000169575,-8.03882893,-10.50181852,1.408805464,-20.1820369,-10.09101845,-2.363209715,0.282980786,2.792383181,2.789986121,0.505587454,6.362598753,-24.86713157,0.89104811,0.204977398,0.182644723,0.080078125,0.096679688,0.194335938,0.154296875,0.125,0.171875,0.250976563,0.294921875,0.38671875,0.333007813
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:53,26.6,40.4,2963,-6.9213404,-6.364050138,-8.809629201,1.44589994,-16.73448068,-8.367240341,0.231756203,3.393164739,3.090889006,0.544029691,4.335928054,-17.08858833,0.750566152,0.443014332,0.332511562,0.010742188,0.0234375,0.01953125,0.03515625,0.044921875,0.00390625,0.053710938,0.08203125,0.192382813,0.27734375,-1.621430709,0.000226158,-7.781419104,-9.514656481,1.211879378,-19.21231179,-9.606155896,-2.374905755,0.286410981,2.767809023,2.483578515,0.604066804,4.161926018,-24.05555523,0.858025434,0.529153402,0.454027078,0.08203125,0.192382813,0.103515625,0.11328125,0.27734375,0.157226563,0.15234375,0.124023438,0.143554688,0.208984375
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:53,26.6,40.4,1242,-7.692697166,-7.094300284,-9.02027722,0.996246419,-17.37788717,-8.688943585,0.284701049,3.362364292,3.324973389,0.779886891,5.102049458,-19.06736824,0.763458197,0.283401368,0.216365097,0.008789063,0.029296875,0.043945313,0.081054688,0.100585938,0.171875,0.268554688,0.358398438,0.194335938,0.467773438,-2.421939375,0.000104343,-8.567913764,-10.76604093,1.298045319,-20.93174309,-10.46587155,-2.420368129,0.282980786,2.627083402,2.493330852,0.457790422,5.120549452,-23.58690934,0.915681034,0.245608738,0.224899263,0.080078125,0.100585938,0.172851563,0.266601563,0.357421875,0.46875,0.62109375,0.526367188,0.818359375,0.923828125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:54,26.6,40.4,1170,-7.706569123,-7.106545063,-8.238924489,0.822060926,-17.0572601,-8.528630049,0.314058613,3.065800388,2.957352004,0.970167587,4.97707725,-18.88172272,0.745556576,0.286314226,0.213463454,0.008789063,0.025390625,0.098632813,0.114257813,0.040039063,0.055664063,0.083007813,0.305664063,0.1875,0.408203125,-2.424435606,9.84E-05,-8.533944312,-10.86419387,1.217640749,-20.88846017,-10.44423009,-2.290006311,0.314058613,2.154640124,1.980312938,0.54774508,5.031651937,-22.34021418,0.921006969,0.234996554,0.216433464,0.098632813,0.114257813,0.081054688,0.306640625,0.1875,0.169921875,0.408203125,0.28125,0.596679688,0.692382813
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:55,26.6,40.4,2127,-8.108566026,-7.488282398,-10.13551358,1.135224588,-18.48758123,-9.243790614,0.307776806,2.34147536,2.200364355,0.902645039,3.630586149,-18.37716142,0.815037868,0.357665687,0.291511079,0.009765625,0.014648438,0.01953125,0.004882813,0.024414063,0.028320313,0.040039063,0.036132813,0.094726563,0.072265625,-2.72298308,7.03E-05,-8.950500422,-11.09483633,1.404531906,-21.93484599,-10.96742299,-2.420368129,0.29973947,1.510568105,1.379377741,0.35840816,3.564332827,-22.97162142,0.946108948,0.352913036,0.333894181,0.08984375,0.094726563,0.084960938,0.099609375,0.172851563,0.264648438,0.146484375,0.104492188,0.24609375,0.184570313
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:55,27.3,40.4,1538,-6.951862864,-6.472433552,-9.912595642,1.164334315,-16.23239436,-8.116197179,0.310933574,3.203579729,3.172437386,0.992538668,4.835538541,-20.2253108,0.709999338,0.195381754,0.138720916,0.013671875,0.041992188,0.096679688,0.104492188,0.086914063,0.259765625,0.077148438,0.192382813,0.357421875,0.34765625,-1.679600383,0.000242922,-7.822723853,-10.6220898,1.733123294,-20.11179083,-10.05589542,-2.363209715,0.310933574,2.33943058,2.308672347,0.504270125,4.841717371,-24.11180935,0.894904099,0.228160324,0.204181609,0.096679688,0.10546875,0.087890625,0.12890625,0.174804688,0.259765625,0.192382813,0.268554688,0.357421875,0.34765625
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:55,27.3,40.4,898,-8.083887031,-7.418692553,-9.040611282,0.782805668,-17.7333854,-8.866692699,0.275992527,2.475710026,2.265248291,0.862316926,5.566639875,-19.8024008,0.774633782,0.219924184,0.170360702,0.014648438,0.076171875,0.04296875,0.106445313,0.090820313,0.1796875,0.254882813,0.194335938,0.271484375,0.291992188,-2.64301723,5.51E-05,-9.162603873,-10.7215072,1.100650059,-21.81567989,-10.90783995,-2.063693185,0.28125,1.73782114,1.429447536,0.419924231,4.99621128,-22.67239697,0.942670646,0.211072441,0.198971795,0.079101563,0.10546875,0.091796875,0.255859375,0.180664063,0.271484375,0.373046875,0.64453125,0.517578125,0.564453125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:55,27.3,40.4,808,-7.771131354,-7.281550301,-9.044306882,1.043111429,-17.62848556,-8.814242782,0.314058613,3.847081913,3.736537058,0.643137627,4.58860144,-19.78025082,0.768070957,0.199637252,0.153335575,0.014648438,0.098632813,0.077148438,0.16015625,0.25,0.178710938,0.126953125,0.373046875,0.198242188,0.46875,-2.576935034,8.93E-05,-8.879208382,-11.25666353,1.605946818,-21.85880583,-10.92940291,-1.981001469,0.317152861,2.756568861,2.645733253,0.477632844,4.455379027,-24.56364886,0.943196011,0.174519024,0.164605647,0.100585938,0.1640625,0.12890625,0.375,0.076171875,0.206054688,0.473632813,1.08203125,1.149414063,1.002929688
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:56,27.3,40.4,1375,-7.254970635,-6.714145409,-8.510699796,1.106220613,-16.7223825,-8.361191248,0.296463531,3.273123584,3.127047014,0.986949903,4.77285377,-18.88130147,0.728450103,0.288533287,0.210182103,0.008789063,0.087890625,0.16796875,0.452148438,0.071289063,0.197265625,0.344726563,0.419921875,0.3125,0.9140625,-2.049963513,0.000142984,-8.264852552,-11.05589654,1.364729895,-20.43502112,-10.21751056,-2.386466577,0.298106,2.449493223,2.30412558,0.483540996,4.766386695,-22.66311567,0.90320824,0.221130637,0.199727013,0.088867188,0.452148438,0.198242188,0.345703125,0.639648438,0.626953125,0.913085938,1.46484375,1.12109375,2.053710938
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:58,27.3,40.4,3337,-6.958902342,-6.525184824,-9.409606669,1.500964677,-16.91973404,-8.459867019,0.307776806,3.071486912,3.050693485,0.861586999,3.507727777,-18.0333356,0.740555734,0.430734705,0.318983056,0.008789063,0.004882813,0.012695313,0.016601563,0.01953125,0.024414063,0.028320313,0.038085938,0.041992188,0.094726563,-1.74270764,0.000155759,-8.225504633,-10.95746414,1.638683955,-20.81176915,-10.40588457,-2.315007613,0.307776806,2.240314718,2.219680509,0.325542893,3.45679297,-21.37351046,0.923068321,0.4295955,0.396545997,0.094726563,0.10546875,0.100585938,0.08984375,0.110351563,0.197265625,0.1875,0.174804688,0.203125,0.178710938
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:58,27.3,40.4,538,-8.600232327,-8.048459316,-9.98746924,0.916251926,-19.03296851,-9.516484253,0.324759526,3.322703469,2.310257822,0.632689913,4.884507992,-21.50290562,0.852080101,0.129898183,0.110683657,0.024414063,0.10546875,0.250976563,0.366210938,0.192382813,0.327148438,0.4453125,1.012695313,1.635742188,2.309570313,-3.275844691,6.00E-05,-9.114958522,-11.23351525,1.077408429,-21.59851956,-10.79925978,-2.063693185,0.324759526,2.897636771,2.876166158,1.099485517,4.975381005,-23.61933532,0.942387826,0.131145494,0.123589917,0.10546875,0.364257813,0.193359375,0.327148438,2.310546875,1.012695313,0.443359375,1.212890625,1.63671875,0.58203125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:59,27.3,39.9,3291,-7.233547787,-6.703993731,-9.3981524,1.431166361,-17.3294283,-8.664714148,0.235932326,2.921825272,2.679942244,0.760003223,4.524726024,-18.70570843,0.764432332,0.403365888,0.308345926,0.010742188,0.018554688,0.026367188,0.022460938,0.037109375,0.030273438,0.033203125,0.041015625,0.044921875,0.055664063,-1.984389484,0.000158966,-8.13063716,-10.68934593,1.646112819,-20.7858687,-10.39293435,-2.211017899,0.29481191,2.122081222,1.8916824,0.546629476,4.527405499,-23.16407585,0.920819155,0.427707082,0.393840874,0.086914063,0.108398438,0.129882813,0.1484375,0.25,0.243164063,0.112304688,0.166015625,0.141601563,0.2578125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:59,27.3,39.9,2097,-8.320942837,-7.635480942,-10.53400602,1.30685196,-19.25558959,-9.627794797,0.3125,1.788569561,1.75213358,0.62265606,4.320288422,-19.20651998,0.865889382,0.263630665,0.228274994,0.014648438,0.009765625,0.026367188,0.00390625,0.03125,0.09765625,0.189453125,0.103515625,0.114257813,0.109375,-2.862944056,0.000101375,-8.770864825,-11.09516749,1.731971125,-21.85730852,-10.92865426,-2.339399066,0.3125,1.06555464,1.033152581,0.466558664,4.303737492,-23.39569435,0.947959266,0.345813203,0.32781683,0.09765625,0.092773438,0.189453125,0.103515625,0.083007813,0.114257813,0.109375,0.078125,0.1796875,0.173828125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 11:59,27.3,40.4,2175,-7.959848539,-7.414272686,-9.190312404,0.952173673,-17.82404442,-8.912022211,0.302979991,3.079761233,3.061239611,0.542407989,4.380983141,-19.15083177,0.805874359,0.356136761,0.287001484,0.005859375,0.021484375,0.091796875,0.174804688,0.272460938,0.078125,0.357421875,0.338867188,0.1640625,0.155273438,-2.796610288,0.000207839,-8.036787758,-10.80462756,1.74880451,-20.45510313,-10.22755157,-2.397895273,0.302979991,2.388898062,2.370735272,0.538574769,4.434224191,-23.34736447,0.907314037,0.303085134,0.274993396,0.091796875,0.174804688,0.272460938,0.358398438,0.252929688,0.338867188,0.450195313,0.163085938,0.466796875,0.15625
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:00,27.3,39.9,371,-7.195726803,-6.644644421,-7.557875621,0.689924693,-15.77130299,-7.885651495,0.378886114,2.764128773,2.749886711,1.344882114,4.323162186,-19.73034032,0.665914876,0.123277807,0.082092525,0.0234375,0.143554688,0.182617188,0.249023438,0.5703125,0.873046875,1.748046875,1.150390625,2.849609375,2.3828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:02,27.3,39.9,2478,-7.706130679,-7.045114579,-10.48926017,1.306734364,-18.02573008,-9.012865042,0.306186218,2.716425988,2.705678277,0.809919466,3.59930181,-19.40899147,0.791319048,0.281438368,0.222707541,0.013671875,0.018554688,0.022460938,0.026367188,0.030273438,0.034179688,0.09375,0.098632813,0.073242188,0.08984375,-2.308018308,0.000108315,-8.589830655,-11.15478859,1.619663761,-21.50026018,-10.75013009,-2.374905755,0.306186218,1.806579807,1.799851416,0.679452423,3.534490916,-22.68430869,0.934972067,0.366948112,0.343086235,0.09375,0.098632813,0.08984375,0.103515625,0.084960938,0.108398438,0.16796875,0.158203125,0.1875,0.192382813
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:02,27.3,39.9,1485,-6.863948344,-6.278799126,-10.37047736,1.271585316,-16.27106732,-8.13553366,0.29973947,2.957955603,2.945526805,1.072310091,4.312824517,-18.85830819,0.698733725,0.178970081,0.125052432,0.015625,0.08984375,0.068359375,0.157226563,0.29296875,0.200195313,0.274414063,0.388671875,0.400390625,0.807617188,-1.519318153,0.000134494,-8.236561248,-11.3208133,1.586413633,-21.00081661,-10.50040831,-2.351375257,0.29973947,1.925531434,1.913694324,0.444185548,4.19081598,-22.1282409,0.92810724,0.205060165,0.190317824,0.08984375,0.158203125,0.291992188,0.202148438,0.274414063,0.387695313,0.400390625,0.807617188,0.9609375,1.866210938
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:02,27.3,39.9,2216,-7.167200367,-6.660988426,-9.577052491,1.482423267,-17.29924727,-8.649623635,0.231756203,2.87295089,2.851982188,0.846951509,3.921242348,-19.23625174,0.758377578,0.303320353,0.230031355,0.005859375,0.0234375,0.034179688,0.053710938,0.043945313,0.083984375,0.063476563,0.111328125,0.099609375,0.168945313,-1.950338752,0.000119302,-8.407920856,-11.06564706,1.330085388,-20.72787685,-10.36393843,-2.386466577,0.289800578,2.078606116,2.05723157,0.432862819,3.813244888,-22.33694446,0.915555962,0.367962613,0.336890365,0.083984375,0.111328125,0.099609375,0.146484375,0.129882813,0.168945313,0.200195313,0.186523438,0.240234375,0.310546875
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:03,27.3,39.9,2368,-7.562885733,-7.020382042,-9.546675088,1.40199357,-17.92975861,-8.964879303,0.277756076,3.398061194,2.978406254,0.702553514,3.452212979,-19.0716122,0.802425033,0.397849861,0.319244688,0.004882813,0.01171875,0.01953125,0.02734375,0.036132813,0.043945313,0.077148438,0.059570313,0.068359375,0.112304688,-2.249063029,0.000107758,-8.468842133,-10.81633946,1.435548595,-21.14233336,-10.57116668,-2.386466577,0.408646776,2.60187024,2.175957536,0.461905946,3.412537934,-22.77727798,0.930426889,0.39526677,0.367766831,0.166992188,0.177734375,0.157226563,0.112304688,0.079101563,0.201171875,0.140625,0.149414063,0.126953125,0.36328125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:04,27.3,39.9,567,-8.013111061,-7.505768778,-9.093924437,0.950810497,-17.92784312,-8.963921558,0.33946189,3.124091206,3.060497617,0.722286367,6.472634047,-20.79630956,0.795306684,0.153642059,0.122192556,0.022460938,0.115234375,0.08203125,0.358398438,0.180664063,0.06640625,0.25,0.436523438,0.280273438,0.333984375,-2.797446425,8.23E-05,-8.744227327,-11.2408216,1.445818896,-21.70221459,-10.8511073,-2.1690537,0.349385621,2.213868613,2.137652057,0.738178912,6.314783667,-25.65371488,0.939228467,0.132446825,0.124397828,0.122070313,0.357421875,0.251953125,0.176757813,0.436523438,0.084960938,0.279296875,0.33203125,0.692382813,0.891601563
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:04,27.3,39.9,975,-7.902054039,-7.310761354,-9.272865108,1.019558824,-17.84322573,-8.921612864,0.3125,3.269737078,3.268185663,0.776548819,3.850561804,-19.5286679,0.783398161,0.227227353,0.178009491,0.01171875,0.032226563,0.09765625,0.056640625,0.078125,0.268554688,0.170898438,0.119140625,0.368164063,0.438476563,-2.574370241,9.71E-05,-8.70343952,-10.51338514,1.152375542,-20.78483489,-10.39241745,-2.386466577,0.314058613,2.546557376,2.541942222,0.517171542,3.769750593,-23.96061888,0.910121441,0.215363708,0.196007128,0.098632813,0.081054688,0.267578125,0.170898438,0.12109375,0.438476563,0.315429688,0.3671875,0.4140625,0.067382813
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:05,27.3,39.9,914,-8.477251867,-8.13769976,-9.671805777,1.206358425,-19.36722058,-9.683610291,0.259581996,2.565821952,2.501160326,0.714548251,4.029501549,-20.55072199,0.856962701,0.218342422,0.187111312,0.01171875,0.024414063,0.036132813,0.046875,0.067382813,0.080078125,0.104492188,0.174804688,0.19921875,1.975585938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:06,27.3,39.9,387,-7.965923287,-7.322242815,-8.276031649,0.656342934,-17.24453244,-8.622266221,0.35630482,2.818981559,2.811347272,1.146071281,4.722643403,-20.50616102,0.728192079,0.128635902,0.093671645,0.024414063,0.126953125,0.197265625,0.547851563,2.162109375,1.9296875,0.30078125,2.34375,1.598632813,0.96484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:06,27.3,39.9,1101,-7.201521786,-6.680239246,-8.404921122,1.011620989,-16.42628555,-8.213142775,0.306186218,3.216958281,3.176010284,0.926735722,6.153827849,-18.91857494,0.732417467,0.235482974,0.172471843,0.009765625,0.09375,0.306640625,0.182617188,0.076171875,0.115234375,0.130859375,0.518554688,0.427734375,1.96484375,-1.920932092,0.000126474,-8.411036327,-10.68826006,1.362920018,-20.67678679,-10.3383934,-1.852384091,0.307776806,2.144870258,2.106352944,0.587180755,6.124572165,-24.63729074,0.923123601,0.204594925,0.188866404,0.094726563,0.305664063,0.182617188,0.078125,0.114257813,0.12890625,0.518554688,0.426757813,0.409179688,1.366210938
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:06,27.3,39.9,810,-8.741382435,-8.317060197,-10.35548422,1.137059532,-19.75688393,-9.878441967,0.25,2.104710927,1.90440408,0.641496649,4.415859454,-20.69167102,0.884264865,0.187893463,0.166147588,0.022460938,0.0625,0.111328125,0.163085938,0.133789063,0.189453125,0.240234375,0.643554688,1.200195313,2.407226563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:07,27.3,39.9,2288,-7.446240988,-7.019682287,-9.278587708,1.324264432,-17.54101084,-8.77050542,0.298106,3.037610451,2.876683999,0.720601763,3.704194437,-18.90077208,0.785123005,0.379869111,0.298243978,0.012695313,0.00390625,0.0234375,0.044921875,0.088867188,0.092773438,0.053710938,0.174804688,0.184570313,0.28515625,-2.231350133,0.000141009,-8.417586503,-10.8981012,1.585390084,-20.90415967,-10.45207984,-2.409194828,0.298106,2.273846339,2.107915479,0.494492558,3.678686099,-22.76067362,0.926837588,0.337451393,0.312762635,0.088867188,0.092773438,0.174804688,0.109375,0.202148438,0.286132813,0.184570313,0.16015625,0.529296875,0.135742188
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,08/06/2018 12:07,27.3,39.9,649,-8.58299702,-7.94294358,-9.723613204,1.072913904,-19.31182185,-9.655910924,0.309359217,3.615220385,3.537807955,0.365088256,7.711343231,-20.06019621,0.867805606,0.178529447,0.154928855,0.020507813,0.095703125,0.1875,0.078125,0.169921875,0.293945313,0.357421875,0.046875,0.254882813,0.208007813,-3.56589021,7.33E-05,-8.830253881,-10.4040569,0.968292259,-20.97980025,-10.48990013,-2.386466577,0.307776806,3.285316842,3.200409745,0.426106716,8.914252047,-23.02067818,0.921659744,0.17248006,0.158967928,0.094726563,0.1875,0.077148438,0.169921875,0.29296875,0.357421875,0.254882813,0.208007813,1.310546875,1.21875
