species,species_refID,datetime,temp,humid,lengthAudio,log_maxAmp,log_rangeAmp,log_iqrAmp,log_crestFactor,log_power,log_rms,sqrt_domfreq,bioacousticIndex,bioacousticIndex_2,bioacousticIndex_3,bioacousticIndex_4,log_amplitudeIndex,spectralEntropy,temporalEntropy,acousticEntropy,harmonics.1,harmonics.2,harmonics.3,harmonics.4,harmonics.5,harmonics.6,harmonics.7,harmonics.8,harmonics.9,harmonics.10,log_gamAmp,log_maxAmp_g,log_rangeAmp_g,log_iqrAmp_g,log_crestFactor_g,log_power_g,log_rms_g,log_fundFreq,sqrt_domfreq_g,bioacousticIndex_g,bioacousticIndex_g_2,bioacousticIndex_g_3,bioacousticIndex_g_4,log_amplitudeIndex_g,spectralEntropy_g,temporalEntropy_g,acousticEntropy_g,harmonics_g.1,harmonics_g.2,harmonics_g.3,harmonics_g.4,harmonics_g.5,harmonics_g.6,harmonics_g.7,harmonics_g.8,harmonics_g.9,harmonics_g.10
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:08,26.6,34,1450,-7.66509402,-7.139766417,-8.743889212,1.170528552,-17.67124514,-8.835622571,0.520103656,3.651382901,3.61242478,0.497856776,4.505072755,-18.8797435,0.797025695,0.303951967,0.242257528,0.0078125,0.270507813,0.133789063,0.396484375,0.1015625,0.1640625,0.302734375,0.43359375,0.5625,0.659179688,-2.609527358,0.000241072,-7.887169289,-10.87898092,1.678215668,-20.01726446,-10.00863223,-1.32175584,0.520103656,2.979478444,2.928408746,1.005910167,4.885264492,-23.27495913,0.89601198,0.218527172,0.195802964,0.270507813,0.133789063,0.396484375,0.100585938,0.163085938,0.43359375,0.301757813,0.66015625,0.530273438,1.412109375
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:08,26.6,33.5,616,-9.887995463,-9.23976993,-10.18931303,0.389854653,-20.55570023,-10.27785012,0.2538762,2.081965404,1.875363929,0.405629246,5.568323491,-19.42505841,0.874367959,0.138673882,0.121251999,0.008789063,0.0234375,0.037109375,0.049804688,0.064453125,0.077148438,0.100585938,0.116210938,0.129882813,1.4921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:12,26.6,33.5,327,-7.813054142,-7.310679313,-8.888943395,0.89288637,-17.41188102,-8.705940512,0.369754986,3.202782432,2.570961312,0.977282515,6.603726052,-20.70917199,0.776311848,0.107703243,0.083611304,0.024414063,0.13671875,0.217773438,0.278320313,1.40625,1.094726563,2.255859375,0.774414063,1.538085938,1.491210938,-2.560474186,6.74E-05,-8.964657762,-10.74639378,1.02323664,-21.25682285,-10.62841142,-1.871802177,0.372386728,3.497454723,3.397029896,1.165443417,6.535599931,-26.3649641,0.936723181,0.093966211,0.088020328,0.138671875,0.227539063,0.354492188,0.280273438,1.40625,1.100585938,2.254882813,1.540039063,1.491210938,2.2890625
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:14,26.6,33.5,3318,-7.041699584,-6.361353384,-10.88779161,1.633374213,-17.3501476,-8.675073798,0.317152861,2.467076355,2.458945191,0.847802189,3.681718716,-18.19184421,0.77115285,0.187085242,0.144271317,0.018554688,0.021484375,0.015625,0.013671875,0.024414063,0.010742188,0.026367188,0.029296875,0.0078125,0.100585938,-1.597217783,0.000136794,-8.22773937,-11.51407284,2.022700856,-21.83947443,-10.91973721,-2.063693185,0.317152861,2.928815618,2.8350858,1.056290388,3.716881372,-21.97415411,0.952943924,0.273295613,0.260435394,0.100585938,0.129882813,0.1328125,0.126953125,0.12109375,0.118164063,0.634765625,0.375976563,0.234375,0.737304688
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:19,26.6,33.5,1629,-7.504962137,-7.213554298,-9.377992372,1.274196976,-17.55831823,-8.779159113,0.233853587,3.41406098,3.387575722,0.686129334,5.127964214,-17.67398961,0.805055488,0.340192953,0.273874203,0.004882813,0.026367188,0.0546875,0.1796875,0.504882813,1.744140625,1.326171875,1.857421875,1.096679688,2.354492188,-2.436838864,0.000327182,-7.739473917,-11.05673948,2.311629155,-20.67324339,-10.33662169,-1.963609726,0.284701049,2.593038085,2.564953646,0.640238401,5.147629426,-23.92257691,0.920479633,0.088745525,0.081688449,0.081054688,0.111328125,0.553710938,0.504882813,1.744140625,1.326171875,1.931640625,1.857421875,2.299804688,2.354492188
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:20,26.6,33.5,1455,-8.29974833,-7.672572652,-9.847722224,1.357076395,-19.31364945,-9.656824726,0.354931772,3.357409496,3.329104003,0.308154655,4.158436055,-20.96709999,0.87037781,0.254715884,0.221699053,0.0390625,0.125976563,0.23046875,0.139648438,0.01953125,0.1875,0.213867188,0.103515625,0.349609375,0.158203125,-3.617607778,0.000200365,-7.851969576,-10.31682214,1.314346922,-19.65943657,-9.829718284,-2.140066163,0.354931772,2.99012345,2.968029455,0.560337775,4.166138035,-22.40849478,0.882984731,0.279014568,0.246365604,0.125976563,0.231445313,0.139648438,0.1484375,0.185546875,0.104492188,0.21484375,0.3359375,0.158203125,0.2890625
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:20,26.6,33.5,1466,-8.485636233,-7.998326978,-10.25225507,1.570365316,-20.1120031,-10.05600155,0.380172658,2.336266647,2.305357735,0.238113022,5.360060404,-21.40659689,0.889904304,0.273501175,0.243389872,0.14453125,0.041015625,0.10546875,0.091796875,0.078125,0.017578125,0.254882813,0.028320313,0.233398438,0.345703125,-4.239463959,0.000169603,-8.024599202,-10.7388838,1.51725576,-20.3986095,-10.19930475,-1.998095902,0.380172658,2.044471973,2.01068992,0.666790804,5.29745874,-23.28725624,0.898566786,0.243944906,0.21920079,0.14453125,0.106445313,0.091796875,0.077148438,0.255859375,0.267578125,0.233398438,0.346679688,0.2890625,0.063476563
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:22,26.6,33.5,818,-6.990409801,-6.350992454,-8.419282028,0.853842897,-15.6885054,-7.844252698,0.386541152,3.18120923,3.162051557,0.787171229,5.780291506,-18.87335363,0.691490567,0.181290556,0.125360709,0.015625,0.149414063,0.109375,0.400390625,0.313476563,0.768554688,0.565429688,1.013671875,1.875976563,2.352539063,-1.550984231,0.000162245,-8.053906447,-11.04019769,1.388265732,-20.2293434,-10.1146717,-2.031432322,0.376299831,2.147341462,2.12737865,0.503465074,5.6510384,-24.37314593,0.90680756,0.151388641,0.137280364,0.141601563,0.107421875,0.076171875,0.651367188,0.513671875,0.767578125,0.357421875,0.752929688,1.013671875,2.3515625
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:24,26.6,33.5,359,-7.408717378,-6.89093996,-8.064408508,0.868445764,-16.55432628,-8.277163142,0.279508497,3.937391772,3.096459122,0.763014948,4.583796753,-19.86028006,0.73663153,0.133916182,0.098646882,0.021484375,0.078125,0.12890625,0.227539063,0.307617188,0.4375,0.353515625,0.572265625,0.50390625,1.215820313,-2.101171041,0.000136771,-8.268783044,-10.30873231,1.167574369,-20.12955796,-10.06477898,-1.981001469,0.360392581,3.182696193,3.088315791,1.169276723,4.684643213,-23.41982152,0.906692913,0.100530165,0.091149988,0.129882813,0.217773438,0.315429688,0.270507813,0.362304688,0.676757813,0.448242188,0.58203125,1.712890625,1.375976563
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:25,26.6,33.5,408,-7.344178778,-6.661051617,-7.531929075,0.598418462,-15.88519448,-7.94259724,0.25,3.293842124,3.197039615,0.696743438,6.926187771,-19.25126477,0.706740822,0.153997262,0.108836151,0.017578125,0.0625,0.170898438,0.106445313,0.221679688,0.298828125,0.489257813,0.592773438,0.9140625,0.735351563,-1.808554594,0.000162121,-8.122780045,-10.46755727,1.207631351,-19.86959806,-9.934799031,-1.852384091,0.412215811,2.198085847,2.09589439,1.015135774,6.322428602,-24.04309647,0.895505169,0.102460432,0.091753847,0.169921875,0.12109375,0.299804688,0.483398438,0.59375,0.911132813,0.345703125,1.989257813,2.108398438,1.516601563
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:27,26.6,33.5,841,-8.600882722,-8.367367781,-10.30222661,1.267535913,-19.73683727,-9.868418635,0.324759526,2.405822225,2.286207729,0.657178166,4.167549766,-19.42166921,0.821525505,0.17212995,0.141409144,0.006835938,0.02734375,0.10546875,0.115234375,0.14453125,1.658203125,0.734375,1.731445313,1.701171875,1.133789063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:33,27.3,33.5,752,-7.450706715,-6.784098351,-8.79629633,0.775172985,-16.4517594,-8.225879701,0.225346955,3.600790519,3.513462172,0.695749261,6.537150158,-19.18710902,0.744740021,0.179344633,0.133565126,0.014648438,0.05078125,0.262695313,0.123046875,0.421875,0.612304688,0.626953125,2.165039063,1.865234375,1.349609375,-2.020452268,0.000251364,-7.689925905,-10.98985625,1.61030838,-19.797831,-9.898915498,-1.252762968,0.512538108,2.737005031,2.648625123,0.517013285,6.536604948,-24.10214532,0.892691585,0.125681766,0.112195055,0.262695313,0.12109375,0.078125,0.421875,0.201171875,0.61328125,2.165039063,1.348632813,1.864257813,0.73828125
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:33,27.3,33.5,1400,-6.998364378,-6.698599248,-9.65510267,1.587340697,-17.17141015,-8.585705075,0.405046294,2.822882534,2.537546165,0.586285704,4.832823922,-17.94989658,0.780372219,0.201497168,0.157242792,0.004882813,0.018554688,0.03125,0.1640625,0.142578125,0.182617188,0.09765625,0.337890625,0.249023438,0.229492188,-2.196576574,0.000231189,-7.734673016,-11.33819838,1.623693986,-19.99193634,-9.995968172,-1.890850372,0.40625,3.770729401,3.643426392,1.175132622,4.659070511,-24.94060935,0.894933694,0.190265355,0.170274877,0.165039063,0.141601563,0.29296875,0.182617188,0.095703125,0.338867188,0.249023438,0.228515625,0.373046875,0.8046875
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:34,27.3,33.5,1833,-7.495010406,-6.855812689,-10.29742819,1.245669291,-17.48135939,-8.740679696,0.382732772,3.559973613,3.223759489,0.688454629,5.597902553,-19.82509746,0.79366549,0.30776058,0.244258951,0.006835938,0.022460938,0.0390625,0.146484375,0.055664063,0.287109375,0.184570313,0.166992188,0.2578125,0.110351563,-2.147671287,0.000182017,-7.996958482,-11.26127102,1.535664369,-20.29414475,-10.14707237,-1.927891644,0.381454863,2.770769368,2.435598887,0.593401091,5.576961993,-25.36820879,0.908547532,0.243030252,0.220804536,0.145507813,0.080078125,0.127929688,0.184570313,0.286132813,0.16796875,0.2265625,0.110351563,0.2578125,0.719726563
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:36,27.3,33.5,2361,-7.638579365,-7.064153641,-9.540317036,1.215722805,-17.70860434,-8.85430217,0.34375,3.725926292,3.699865564,0.57046342,4.375439515,-18.91578672,0.807011658,0.409259281,0.330277011,0.005859375,0.118164063,0.1328125,0.248046875,0.021484375,0.15234375,0.100585938,0.497070313,0.087890625,0.201171875,-2.611309604,0.000253861,-7.692390754,-10.94294459,1.503925462,-19.56529815,-9.782649075,-2.063693185,0.34375,2.945207801,2.918959723,0.864753152,4.371747619,-22.685745,0.882510459,0.311066329,0.274519288,0.118164063,0.1328125,0.248046875,0.15234375,0.100585938,0.497070313,0.087890625,0.36328125,0.200195313,0.290039063
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:36,27.3,33.5,4369,-7.497325103,-6.864922802,-8.537881758,1.222341992,-17.43933419,-8.719667095,0.345167532,3.120631848,3.102096898,0.388677964,5.962894868,-15.53298535,0.792910718,0.68043521,0.539524371,0.010742188,0.004882813,0.119140625,0.13671875,0.01953125,0.016601563,0.125,0.116210938,0.244140625,0.029296875,-2.429398462,0.000332901,-7.40315483,-9.634737034,1.508414712,-19.03215836,-9.516079182,-2.047692843,0.345167532,2.47103874,2.450487425,0.810396158,5.964513935,-16.76785595,0.864609672,0.517154903,0.447137131,0.119140625,0.13671875,0.125,0.116210938,0.262695313,0.142578125,0.244140625,0.1484375,0.109375,0.4921875
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:36,27.3,33.5,488,-8.550865423,-8.017379629,-9.148186558,0.764158625,-18.6300481,-9.315024048,0.369754986,3.152781774,2.582135765,0.557818846,7.728434994,-18.49442886,0.848740136,0.16339069,0.138676237,0.010742188,0.034179688,0.13671875,0.052734375,0.09375,0.163085938,0.2265625,0.263671875,0.420898438,0.555664063,-3.189354943,8.87E-05,-8.732624774,-10.56655707,1.059954955,-20.77936837,-10.38968419,-2.014903021,0.367104379,2.56864782,1.919534429,0.748830663,7.779135009,-23.95871256,0.903567179,0.129859221,0.11733653,0.134765625,0.102539063,0.161132813,0.225585938,0.263671875,0.420898438,0.294921875,0.491210938,0.622070313,0.717773438
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:36,27.3,33.5,1723,-8.449000436,-8.171121344,-10.00683184,1.475692588,-19.84938605,-9.924693024,0.353553391,2.075883708,2.065817322,0.600403378,3.64674768,-18.99404848,0.885471834,0.32598863,0.28865375,0.005859375,0.125,0.09375,0.334960938,0.049804688,0.227539063,0.240234375,0.2109375,1.85546875,1.732421875,-3.65154583,5.75E-05,-9.088808378,-11.26152976,1.311088944,-22.1482093,-11.07410465,-2.094945728,0.353553391,1.335237262,1.326161666,0.687833223,3.570035663,-22.82277381,0.950404167,0.335437825,0.318801506,0.125,0.09375,0.08203125,0.334960938,0.227539063,0.240234375,0.211914063,1.85546875,1.731445313,0.302734375
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:39,26.6,34,303,-7.406906817,-6.736801691,-8.311722447,0.750522285,-16.3148582,-8.157429102,0.467707173,4.713339326,4.609151299,0.981769546,6.748369163,-20.22827529,0.700892634,0.10074542,0.070611723,0.02734375,0.21875,1.583984375,0.52734375,1.880859375,0.560546875,1.502929688,0.950195313,0.80078125,1.182617188,-1.783273328,8.07E-05,-8.870185562,-10.81647418,1.293642348,-21.43712748,-10.71856374,NA,0.378886114,2.920218825,2.830434894,1.038808178,6.565805521,-23.50613791,0.923921952,0.086314279,0.079747657,0.143554688,0.233398438,0.3125,0.395507813,0.794921875,1.58203125,0.505859375,1.884765625,0.465820313,1.499023438
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:40,27.3,33.5,423,-6.928990971,-6.246190775,-7.550906518,0.736424331,-15.3308306,-7.665415302,0.304587323,4.22926973,4.186058168,0.469295138,7.954792474,-19.46921977,0.719572402,0.123792742,0.08907784,0.0234375,0.092773438,0.166992188,0.286132813,0.3671875,0.540039063,1.182617188,1.25390625,1.673828125,1.118164063,-1.539536463,0.000368949,-7.21503772,-9.27468054,1.182053363,-18.17381018,-9.086905092,-2.26436388,0.314058613,3.750341092,3.671591473,0.999650498,7.942341234,-23.7319258,0.838754247,0.119700477,0.100399283,0.098632813,0.153320313,0.180664063,0.219726563,0.275390625,0.374023438,0.491210938,0.4296875,0.943359375,0.739257813
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:42,27.3,33.5,1049,-8.654751039,-8.094353773,-9.43966329,0.862872644,-19.03524737,-9.517623684,0.332192057,2.224186269,2.212202489,0.633332756,5.104181603,-19.06351362,0.860825226,0.292829336,0.252074879,0.005859375,0.017578125,0.028320313,0.110351563,0.12890625,0.092773438,0.038085938,0.352539063,0.368164063,0.147460938,-3.399112905,6.43E-05,-9.013062502,-10.69689074,1.126457941,-21.55694597,-10.77847299,-2.1102132,0.333658695,2.636625252,2.546695492,0.950729055,5.111095452,-23.90264062,0.942296038,0.221084943,0.208327466,0.111328125,0.129882813,0.09375,0.352539063,0.368164063,0.2578125,0.1484375,0.24609375,0.485351563,0.159179688
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:45,27.3,33.5,198,-8.063694583,-7.527219005,-9.153046075,0.861129669,-17.8496485,-8.924824252,0.635843436,3.604180965,3.540344145,0.390935537,8.035602733,-21.6056551,0.783928497,0.075962549,0.059549207,0.037109375,0.404296875,0.26953125,0.555664063,0.961914063,1.9375,0.872070313,2.17578125,1.059570313,2.833007813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:47,27.3,33.5,2101,-7.658050978,-7.058684962,-9.927748798,1.224900462,-17.76590288,-8.88295144,0.240035805,2.901579834,2.84841155,0.663931704,3.284005492,-19.08554095,0.803508444,0.336282576,0.27020589,0.006835938,0.020507813,0.03515625,0.057617188,0.155273438,0.135742188,0.255859375,0.224609375,0.172851563,0.396484375,-2.276031189,0.000124962,-8.294474378,-11.1488481,1.529583837,-21.03416351,-10.51708176,-2.031432322,0.395284708,2.118115843,2.065129484,0.553098998,3.289083924,-22.62887306,0.929157637,0.293801011,0.272987453,0.15625,0.109375,0.134765625,0.255859375,0.275390625,0.370117188,0.224609375,0.173828125,0.396484375,0.537109375
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:49,27.3,33.5,2605,-7.244224003,-6.592694953,-8.631214066,1.14242756,-16.77330312,-8.386651562,0.493116682,3.65270687,3.231333886,0.418276273,4.946960073,-17.86704005,0.764925945,0.389574293,0.297995484,0.00390625,0.01171875,0.026367188,0.018554688,0.243164063,0.124023438,0.040039063,0.034179688,0.09765625,0.223632813,-2.007449059,0.000543344,-6.982035267,-11.03789266,1.830991885,-18.69751987,-9.348759936,-1.386294361,0.493116682,2.88466426,2.464844276,0.762037712,4.953703656,-23.23534393,0.851887633,0.232223506,0.197828333,0.243164063,0.124023438,0.09765625,0.223632813,0.487304688,0.389648438,0.370117188,0.159179688,0.2109375,0.463867188
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:50,27.3,33.5,228,-8.578345715,-7.931842971,-9.024166898,0.711562877,-18.57981718,-9.289908592,0.376299831,4.042615582,3.884234757,0.590563118,7.119970635,-21.45393532,0.788056832,0.092863149,0.073181439,0.030273438,0.141601563,0.221679688,0.280273438,1.987304688,0.6640625,2.280273438,2.044921875,0.385742188,2.328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:51,27.3,33.5,2115,-7.424078845,-6.821254928,-9.715238975,1.227112809,-17.30238331,-8.651191653,0.360392581,2.918379783,2.910096559,0.410543255,5.708102934,-19.47722634,0.770979864,0.3631995,0.280019501,0.005859375,0.129882813,0.262695313,0.01953125,0.151367188,0.399414063,0.3828125,0.515625,0.036132813,0.0703125,-2.532156554,0.000381195,-7.324520584,-11.23467086,1.507559408,-18.759516,-9.379758,-2.031432322,0.361744903,2.264518416,2.252723848,0.916670352,5.71564548,-23.95909934,0.846317805,0.203067059,0.171859267,0.130859375,0.262695313,0.151367188,0.3828125,0.022460938,0.515625,0.072265625,1.203125,1.397460938,0.62890625
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 17:53,27.3,33.5,870,-8.595653545,-7.918339986,-9.068367438,0.680453282,-18.55221365,-9.276106827,0.384006429,2.16916915,2.058862705,0.552540895,4.645024347,-19.5196768,0.834074391,0.239502172,0.199762628,0.010742188,0.147460938,0.161132813,0.04296875,0.061523438,0.462890625,0.771484375,0.106445313,1.262695313,2.196289063,-3.235420782,7.38E-05,-9.068440128,-10.83468062,1.39089332,-21.80983444,-10.90491722,-1.871802177,0.384006429,2.827758081,2.719357899,0.875219511,4.715037714,-23.72999446,0.947045855,0.195642297,0.185282227,0.147460938,0.462890625,0.771484375,0.620117188,0.450195313,0.190429688,1.26171875,1.6484375,1.426757813,2.196289063
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 18:01,27.3,33.5,551,-8.927936638,-8.404550023,-9.588519194,0.912046176,-19.67996563,-9.839982814,0.333658695,2.720170197,2.642627547,0.519848832,4.092872464,-21.1749864,0.875709412,0.163877762,0.143509298,0.017578125,0.111328125,0.146484375,0.251953125,0.377929688,0.51953125,0.29296875,0.35546875,1.008789063,0.700195313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 18:01,27.3,33.5,352,-8.408399785,-7.715640659,-8.835063002,0.686053276,-18.18890612,-9.094453061,0.357672598,3.329306772,3.104699762,0.56943821,5.126867049,-20.72583968,0.813634659,0.124694321,0.101455621,0.020507813,0.127929688,0.235351563,0.2890625,0.204101563,0.668945313,0.451171875,2.75390625,0.791015625,1.866210938,-3.017499105,6.25E-05,-8.996836999,-10.70100315,1.030367509,-21.42103295,-10.71051647,NA,0.352169615,3.980747251,3.872153462,1.372552818,5.702916796,-24.00361382,0.937986932,0.100558408,0.094322473,0.124023438,0.237304688,0.28515625,0.200195313,0.526367188,0.670898438,0.0859375,2.754882813,0.786132813,2.39453125
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 18:01,27.3,33.5,317,-7.224591944,-6.56859398,-8.089446194,0.76890559,-15.98699507,-7.993497534,0.333658695,3.98063422,3.86809356,0.517353673,8.06906654,-19.84101921,0.731403082,0.10974523,0.080268,0.026367188,0.111328125,0.182617188,0.4140625,0.302734375,1.004882813,1.29296875,0.938476563,2.653320313,2.462890625,-1.580136849,0.000225133,-7.830122115,-10.3048962,1.258746984,-19.31513097,-9.657565487,-1.832581464,0.380172658,3.019690757,3.009255336,1.224209889,7.634734432,-23.50195251,0.890976761,0.081888663,0.072960896,0.14453125,0.296875,1.006835938,0.095703125,2.653320313,1.256835938,1.590820313,1.291015625,0.934570313,2.46484375
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 18:01,27.3,33.5,386,-7.551481493,-6.937646418,-8.035479624,0.69207704,-16.48711707,-8.243558533,0.267000117,3.665922687,3.654441073,0.74045073,4.781745801,-19.68377403,0.723203101,0.14484218,0.104750314,0.01953125,0.071289063,0.142578125,0.251953125,0.208007813,0.352539063,0.40234375,2.334960938,0.661132813,1.172851563,-2.090431538,0.000139785,-8.23587024,-10.24682325,1.143103614,-20.03701534,-10.01850767,-1.945910149,0.382732772,2.786496253,2.758877741,0.799523176,5.252663141,-23.91214323,0.87902035,0.110363038,0.097011356,0.146484375,0.095703125,0.243164063,0.19921875,0.345703125,0.546875,2.334960938,0.659179688,1.17578125,0.857421875
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 18:01,27.3,33.5,399,-6.912161428,-6.227096767,-7.371850074,0.720973615,-15.26627009,-7.633135043,0.293150985,4.365463922,4.23960951,0.527664009,8.118191552,-19.32267578,0.717813274,0.115129233,0.082641292,0.020507813,0.0859375,0.2265625,0.153320313,0.395507813,0.504882813,0.310546875,0.6640625,0.911132813,1.474609375,-1.578627657,0.000574681,-7.035271762,-9.022720221,1.319632677,-17.56265606,-8.781328029,-2.251291799,0.317152861,2.445410259,2.419314938,0.646404047,6.856380908,-22.93835537,0.847637309,0.112344686,0.095227547,0.100585938,0.227539063,0.166015625,0.388671875,0.4921875,0.43359375,0.288085938,0.329101563,0.633789063,0.75
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 18:02,27.3,33.1,1283,-8.084068519,-7.530414162,-9.439463522,1.018632689,-18.20540242,-9.102701208,0.3365728,2.965343721,2.963157666,0.702790998,5.215976187,-18.83681102,0.826026439,0.278359953,0.229932681,0.0078125,0.11328125,0.142578125,0.365234375,0.037109375,0.401367188,0.064453125,0.766601563,1.278320313,0.194335938,-2.980054971,0.000111543,-8.418938479,-10.44594146,1.368979355,-20.94016018,-10.47008009,-2.063693185,0.335118915,2.155755675,2.153407744,0.78701477,5.212456782,-23.50921756,0.930496824,0.260575652,0.242464817,0.112304688,0.142578125,0.365234375,0.401367188,0.766601563,0.639648438,0.09765625,0.21484375,1.279296875,0.193359375
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 18:03,27.3,33.1,399,-9.015006556,-8.362531952,-9.351269828,0.772787473,-19.57558806,-9.787794029,0.381454863,3.447188399,2.26120236,0.496989322,6.166400435,-20.420813,0.865943012,0.175658063,0.152109872,0.015625,0.145507813,0.296875,0.043945313,0.061523438,0.081054688,0.432617188,1.66015625,1.057617188,1.029296875,-3.928862098,6.38E-05,-9.103030674,-11.09359392,1.165435116,-21.65033486,-10.82516743,NA,0.384006429,4.041144202,1.414752499,0.554211158,8.003957186,-23.97822687,0.941343974,0.109563797,0.10313722,0.147460938,0.294921875,0.43359375,0.565429688,0.461914063,0.263671875,1.02734375,1.659179688,1.055664063,2.125976563
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 18:04,27.3,33.1,1004,-7.187513372,-6.602014161,-9.762531745,1.003967638,-16.38296202,-8.191481011,0.233853587,3.868968398,3.385760203,0.785669725,5.860484163,-19.20809926,0.723288124,0.170423061,0.123264976,0.015625,0.0546875,0.154296875,0.1015625,0.190429688,0.400390625,0.323242188,1.54296875,1.243164063,1.358398438,-1.778946385,0.000158688,-8.17087549,-11.40733049,1.606641785,-20.71042431,-10.35521216,-1.945910149,0.390312375,2.722422727,2.252293281,0.816225347,5.767874095,-25.7363384,0.921242527,0.144004256,0.132662845,0.15234375,0.189453125,0.28515625,0.401367188,1.54296875,1.358398438,1.243164063,1.625976563,1.596679688,1.893554688
Brassicogethes aeneus,http://purl.obolibrary.org/obo/NCBITaxon_1431903,03/07/2019 18:08,27.3,33.1,315,-7.964178506,-7.305016813,-8.041023626,0.612882407,-17.15412183,-8.577060913,0.409839908,4.009830292,3.95014151,0.710488542,8.176339003,-20.49926324,0.773107237,0.11305268,0.087401845,0.0234375,0.16796875,0.38671875,0.256835938,0.583984375,0.459960938,1.318359375,2.712890625,0.93359375,1.114257813,-2.526470608,9.53E-05,-8.767675425,-10.57198735,1.186779432,-20.89052986,-10.44526493,NA,0.360392581,3.558437456,3.4553182,1.169049672,8.542592136,-27.43653763,0.927998389,0.088172832,0.081824246,0.129882813,0.178710938,0.387695313,0.2421875,0.27734375,0.467773438,1.315429688,2.711914063,0.92578125,1.12890625
